a,NESSUS Plugin,Asuria Name,Qualis ID,Acunetix ID,Scuba ID,Paginas de ejemplo de XAMPP,Descripción,Solución,Workaround,Categoría,Efecto,Prioridad,CVSS,Plataforma,Subplataforma,CVE,Referencias,Exploit,Estado,Patrones,Revisada,Severidad,
,46329,,,,,Adobe Shockwave Player < 11.5.7.609 Múltiples Vulnerabilidades (APSB10-12),"La versión de Adobe Shockwave Player es anterior a la 11.57.609. Dichas versiones están afectadas por los siguientes problemas:

- Procesar bloques 3D de Shockwave puede resultar en corrupción de memoria.
- Un error de falta de firma puede llevar a un error de corrupción de memoria.
- Un error de indexación de memoria puede llevar a corrupción de memoria.
- Un error de procesamiento de fuentes tipográficas embebidas puede llevar a corrupción de memoria.
- Un error de procesamientos de archivos de directorios puede resultar en corrupción de memoria.",Actualizar a Adobe Shockwave 11.5.7.609 o posterior.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,,"CVE-2010-0127
CVE-2010-0128
CVE-2010-0129
CVE-2010-0130
CVE-2010-0986
CVE-2010-0987
CVE-2010-1280
CVE-2010-1281
CVE-2010-1282
CVE-2010-1283
CVE-2010-1284
CVE-2010-1286
CVE-2010-1287
CVE-2010-1288
CVE-2010-1289
CVE-2010-1290
CVE-2010-1291
CVE-2010-1292","http://secunia.com/secunia_research/2010-17/
http://secunia.com/secunia_research/2010-19/
http://secunia.com/secunia_research/2010-20/
http://secunia.com/secunia_research/2010-22/
http://secunia.com/secunia_research/2010-34/
http://secunia.com/secunia_research/2010-50/
http://www.zerodayinitiative.com/advisories/ZDI-10-087/
http://www.zerodayinitiative.com/advisories/ZDI-10-088/
http://www.zerodayinitiative.com/advisories/ZDI-10-089/
http://labs.idefense.com/intelligence/vulnerabilities/display.php?id=869
http://archives.neohapsis.com/archives/fulldisclosure/2010-05/0137.html
http://archives.neohapsis.com/archives/fulldisclosure/2010-05/0138.html
http://archives.neohapsis.com/archives/fulldisclosure/2010-05/0139.html
http://www.zeroscience.mk/en/vulnerabilities/ZSL-2010-4937.php
http://www.coresecurity.com/content/adobe-director-invalid-read
http://www.adobe.com/support/security/bulletins/apsb10-12.html",,,,,,
,46847,,,,,MS10-040: Microsoft Internet Information Services (IIS) podría permitir ejecución remota de código,"Una vulnerabilidad de ejecución de código remoto existe en Internet Information Services (IIS). Esta vulnerabilidad, requiera que Extended Protection for Authentication esté instalada y activada, es debido a un manejo no apropiado de la información de autenticación. un atacante que logre una explotación exitosa podría ejecutar código en el contexto de Worker Process Identity (WPI).","Microsoft ha liberado un ser de parches para Microsoft Windows 2003, Vista, 2008, 2008 R2 y 7:

http://www.microsoft.com/technet/security/bulletin/ms10-040.mspx",,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 7.1 (CVSS2#AV:N/AC:M/Au:N/C:N/I:N/A:C),Windows,,CVE-2010-1256,,,,,,,
,46858,,,,,Adobe AIR < 2.0.2.1261 Múltiples Vulnerabilidades (ASPB10-14),"La versión de Adobe AIr en el equipo remoto Windows es inferior a la 2.0.2.12610. Dichas versiones están afectadas por múltiples vulnerabilidades, como corrupción de memoria, desbordamiento de búfer, y agotamiento de la memoria, esto puede ser explotado para causar que una aplicación se detenga o incluso llegar a ejecutar código arbitrario.",Actualizar a Adobe AIR versión 2.0.2.12610  o posterior,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,,"CVE-2008-4546
CVE-2009-3793
CVE-2010-1297
CVE-2010-2160
CVE-2010-2161
CVE-2010-2162
CVE-2010-2163
CVE-2010-2164
CVE-2010-2165
CVE-2010-2166
CVE-2010-2167
CVE-2010-2169
CVE-2010-2170
CVE-2010-2171
CVE-2010-2172
CVE-2010-2173
CVE-2010-2174
CVE-2010-2175
CVE-2010-2176
CVE-2010-2177
CVE-2010-2178
CVE-2010-2179
CVE-2010-2180
CVE-2010-2181
CVE-2010-2182
CVE-2010-2183
CVE-2010-2184
CVE-2010-2185
CVE-2010-2186
CVE-2010-2187
CVE-2010-2189",http://www.adobe.com/support/security/bulletins/apsb10-14.html,,,,,,
,47045,,,,,MS KB2219475: Windows Help Center  hcp: / / el controlador de protocolo permite la ejecución de código arbitrario,"Si un atacante remoto logra engañar a un usuario de la máquina afectada para que tenga acceso a una página web especialmente diseñada  ""hcp: / / 'URL, puede ser capaz de aprovechar la vulnerabilidad sin parche, que aún la Ayuda de Windows y soporte técnico se presenta debido a su fracaso para validar las direcciones URL que utilizan el protocolo HCP y por lo tanto ejecuta código arbitrario con los privilegios del usuario.",Considerar la solución que brinda MS10-042 del boletín de Microsoft o considerar anular el registro del protocolo HCP como una solución. recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Mala Configuración,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,"CVE-2010-1885
CVE-2010-2265","http://www.microsoft.com/technet/security/advisory/2219475.mspx

http://www.microsoft.com/technet/security/Bulletin/MS10-042.mspx",,Por Validar,,,,
,47164,,,,,Adobe Acrobat Reader< 9.3.3 / 8.2.3 Múltiples Vulnerabilidades (APSB10-15),"La versión de Adobe Acrobat instalado en la máquina remota es inferior a 9.3.3 / 8.2.3. Estas versiones son afectados por múltiples vulnerabilidades:
- Un ataque de ingeniería social puede llevar a la ejecución de código.
- Manejo de un puntero no válido puede llevar a la ejecución de código.
- Existe una vulnerabilidad de corrupción de memoria que puede llevar a la ejecución de código.
- Existen múltiples  vulnerabilidades de corrupción de memoria que puede llevar a la ejecución código.
- Una vulnerabilidad de denegación de servicio puede dar lugar a la ejecución de código.",Actualizar a la versión Adobe Acrobat 9.3.3 / 8.2.3 o posterior.,,Mala Configuración,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,"CVE-2010-1240
CVE-2010-1285
CVE-2010-1295
CVE-2010-1297
CVE-2010-2168
CVE-2010-2201
CVE-2010-2202
CVE-2010-2204
CVE-2010-2205
CVE-2010-2206
CVE-2010-2207
CVE-2010-2208
CVE-2010-2209
CVE-2010-2210
CVE-2010-2211
CVE-2010-2212",http://www.adobe.com/support/security/bulletins/apsb10-15.html,,Por Validar,,,,
,47556,,,,,MS10-012: Vulnerabilidades en el servidor SMB podrían permitir la ejecución remota de código,"La más grave de estas vulnerabilidades podría permitir la ejecución remota de código si un atacante crea un paquete SMB especialmente diseñado y lo envía a un sistema afectado. Los procedimientos recomendados para firewall y las configuraciones de firewall predeterminadas estándar pueden proteger a las redes de los ataques procedentes del exterior del perímetro de la empresa que intentan aprovechar estas vulnerabilidades.
Estas vulnerabilidades dependen del acceso al disco compartido, pero no necesariamente requiere credenciales.","Microsoft ha liberado un ser de parches para Windows 2000, XP, 2003, Vista, 2008, 7 y 2008 R2:

http://www.microsoft.com/technet/security/bulletin/ms10-012.mspx",,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 10.0 (CVSS2#AV:N/AC:L/Au:N/C:C/I:C/A:C),Windows,,"CVE-2010-0020
CVE-2010-0021
CVE-2010-0022
CVE-2010-0231",,,,,,,
,47710,,,,,MS10-042: Vulnerabilidad en el Centro de ayuda y soporte técnico podría permitir la ejecución de código remoto,"La Ayuda de Windows y soporte técnico no valida correctamente las direcciones URL HCP, que se asocian normalmente con la ayuda de Windows y soporte técnico.
Si un atacante logra engañar a un usuario de la máquina afectada para que vea una página web especialmente diseñado  o haciendo clic en un enlace especialmente diseñado en un mensaje de correo electrónico, que puede aprovechar este problema para ejecutar código arbitraria
realizado con privilegios del usuario.",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Mala Configuración,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,CVE-2010-1885,http://www.microsoft.com/technet/security/Bulletin/MS10-042.mspx,,Por Validar,,,,
,47711,,,,,MS10-043: Vulnerabilidad en Canonical Display Driver podría permitir la ejecución de código remoto,"Existe un error en los controladores de pantalla de Canonical  (cdd.dll) analiza copiado de modo usuario al modo kernel.
Si el tema Aero de Windows está activado, un atacante que logre engañar a un usuario del equipo afectado para que vea  una imagen especialmente diseñada utilizando una aplicación que utiliza la API de GDI para representar las imágenes puede aprovechar este problema para que el sistema afectado deje de responder y se reiniciara o incluso ejecutar código arbitrario.",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Mala Configuración,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,,,http://www.microsoft.com/technet/security/Bulletin/MS10-043.mspx,,Por Validar,,,,
,47717,,,,,Winamp < 5.58  está afectada por un desbordamiento de buffer remoto,"La versión de Winamp instalada en el equipo remoto es inferior a la 5.58. Dichas versiones están potencialmente afectadas por vulnerabilidades de desbordamiento de buffer al momento de procesar contenido de video VP6. Un  atacante al explotar esta falla, puede ejecutar código arbitrario en el contexto de la aplicación afectada. ",Actualizar a Winamp 5.58.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,,,"http://www.winamp.com/help/versión_History#Winamp_5.58
http://forums.winamp.com/showthread.php?t=320278",,,,,,
,48294,,,,,MS10-057: Microsoft Office Excel permite la ejecución de código remoto,"El equipo remoto tiene instalada una versión de  Microsoft Office Excel 2002 o 2003 que se encuentra afectado por una vulnerabilidad de corrupción de memoria. 
Si un atacante puede engañar a un usuario del sistema afectado, con el propósito de que abra un archivo especialmente diseñado de Excel con la aplicación afectada, puede ser capaz de aprovechar este problema para ejecutar código arbitrario sujeto a los privilegios del usuario.",Instalar la ultima versión de service pack,,Mala Configuración,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,CVE-2010-2562,http://www.microsoft.com/technet/security/bulletin/ms10-057.mspx,,Por Validar,,,,
,48374,,,,,Adobe Acrobat Reader < 9.3.4 / 8.2.4 Múltiples Vulnerabilidades (APSB10-17),"La versión de Adobe Acrobat instalado en la máquina remota es anterior a 9.3.4 / 8.2.4. Estas versiones son afectadas por múltiples vulnerabilidades:
- Múltiples vulnerabilidades en el paquete de Flash
como se señala en APSB10-16.
- Un ataque de ingeniería social podría llevar la ejecución de código.
- Existe una vulnerabilidad de desbordamiento de enteros que  podría dar lugar a la ejecución de código.",Actualizar a la versión Adobe Acrobat 9.3.4 / 8.2.4 o posterior.,,Mala Configuración,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,"CVE-2010-0209
CVE-2010-1240
CVE-2010-2188
CVE-2010-2213
CVE-2010-2214
CVE-2010-2215
CVE-2010-2216
CVE-2010-2862","http://www.adobe.com/support/security/bulletins/apsb10-16.html

http://www.adobe.com/support/security/bulletins/apsb10-17.html",,Por Validar,,,,
,48436,,,,,Adobe Shockwave Player 11.5.8.612 presenta múltiples vulnerabilidades,"La versión de Adobe Shockwave Player es anterior a la 11.5.8.612. Dichas versiones están afectadas por los siguientes problemas:
- Múltiples problemas de corrupción de memoria que podrían terminar en ejecución de código arbitrario.
- Una vulnerabilidad de puntero flotante permitiría la ejecución de código.
- Una vulnerabilidad de desbordamiento de entero permitiría la ejecución de código arbitrario.",Actualizar a Adobe Shockwave 11.5.8.612 o posterior.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,,"CVE-2010-2863
CVE-2010-2864
CVE-2010-2865
CVE-2010-2866
CVE-2010-2867
CVE-2010-2868
CVE-2010-2869
CVE-2010-2870
CVE-2010-2871
CVE-2010-2872
CVE-2010-2873
CVE-2010-2874
CVE-2010-2875
CVE-2010-2876
CVE-2010-2877
CVE-2010-2878
CVE-2010-2879
CVE-2010-2880
CVE-2010-2881
CVE-2010-2882",http://www.adobe.com/support/security/bulletins/apsb10-20.html,,,,,,
,48760,,,,,VLC Media Player < 1.0.6 presenta múltiples vulnerabilidades,"La versión de VLC media player instalado en la máquina remota es interior a 1.0.6. Estas versiones están afectadas por múltiples vulnerabilidades:
- Una pila de desbordamiento de búfer al manipular archivos M3U con un manejador de URI ftp://.
- Múltiples vulnerabilidades de desbordamiento de búfer existentes en decodificadores de audio A/52, DTS, MPEG.
- Vulnerabilidades existentes en los archivos .AVI, ASF, Matroska (MKV) demuxers, el analizador de lista de reproducción XSPF, y el descompresor de archivos ZIP.
- Una vulnerabilidad de desbordamiento de búfer de pila existente en el acceso RTMP.
Si un atacante puede engañar a un usuario para que abra un archivo especialmente diseñado con la aplicación afectada, puede ser capaz de ejecutar cualquier código objeto de los privilegios del usuario.",Actualizar VLC Media Player a la versión 1.1.0 o posterior.,,Mala Configuración,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,"CVE-2010-1441
CVE-2010-1442
CVE-2010-1443
CVE-2010-1444
CVE-2010-1445","http://archives.neohapsis.com/archives/bugtraq/2010-07/0030.html

http://www.videolan.org/security/sa1003.html

http://www.videolan.org/developers/vlc-branch/NEWS",,Por Validar,,,,
,48906,,,,,VLC Media Player <1.1.4 de Subversión ruta DLL permite la ejecución e inyección de código arbitrario,"La versión de VLC media player instalado en la máquina remota es anterior a la 1.1.4. Dichas versiones son inseguras con las extensiónes de DLL, como wintab32.dll.
Si un archivo DLL malicioso tiene el mismo nombre que un archivo DLL requerido por el software y este se encuentra en el directorio de trabajo actual de la aplicación, la DLL maliciosa será cargado.",Actualizar VLC Media Player a la versión 1.1.4 o posterior.,,Mala Configuración,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,CVE-2010-3124,"http://msdn.microsoft.com/en-us/library/ff919712(VS.85).aspx

http://www.acrossecurity.com/aspr/ASPR-2010-08-18-1-PUB.txt

http://blog.rapid7.com/?p=5325

http://www.videolan.org/security/sa1005.html

http://www.videolan.org/developers/vlc-branch/NEWS",,Por Validar,,,,
,48926,,,,,CGI Generic Vulnerabilidad SQL injection 2do Orden,"Al introducir valores previamente reunidos se ha logrado descubrir mensajes de error SQL.
- Esto puede ser el resultado de la transparencia de la falla de SQL.
Incluso si la aplicación no es vulnerable a la inyección de sentencias de SQL, los mensajes de error de SQL usualmente revela la estructura de la base de datos e información de la sentencia SQL. Dicha información puede ayudar a un atacante. Pudiendo indicar que la aplicación no es resistente al incremento de trafico o datos inesperados y puede conducir a un problema de Denegación de Servicio (DoS).
-  Pueden ser desencadenado por una inyección de ""segundo orden"" SQL.
Una inyección SQL de segundo orden es un termino usado para describir una inyección en la sentencia SQL que es inyectada en la aplicación, no actúa de manera inmediata. El contenido inyectado puede que sea almacenado y ejecutado más tarde. Un atacante puede explotar esta vulnerabilidad, con el fin de evadir la autenticación, leer datos confidenciales, modificar la base de datos de manera remota o incluso tomar control de un sistema operativo remoto.",- Modificar los CGIs pertinentes para escapar de manera apropiada los argumentos.,,Mala configuración,,Alta,Alta / CVSS Base Score : 7.5 (CVSS2#AV:N AC:L/Au:N/C:P I:P/A:P),General,,,"http://www.ngssoftware.com/papers/SecondOrderCodeInjection.pdf
http://www.cisco.com/web/about/security/intelligence/sql_injection.html#5
http://st-curriculum.oracle.com/tutorial/SQLInjection/html/lesson1/les01_tm_attacks2.htm
http://en.wikipedia.org/wiki/SQL_injection
http://www.securiteam.com/securityreviews/5DP0N1P76E.html
http://www.securitydocs.com/library/2651
http://projects.webappsec.org/SQL-Injection
http://ferruh.mavituna.com/sql-injection-cheatsheet-oku/
http://www.technicalinfo.net/papers/SecondOrderCodeInjection.html
http://www.codeproject.com/KB/database/SqlInjectionAttacks.aspx",,,,,,
